Time;Ecg 1;Ecg 2
13:27:37.336;6029993.0;6023638.0
13:27:37.376;6030061.0;6023587.0
13:27:37.416;6029413.0;6023166.0
13:27:37.456;6029158.0;6022099.0
13:27:37.496;5963817.0;6022059.0
13:27:37.536;6029072.0;6023239.0
13:27:37.576;6029502.0;6024027.0
13:27:37.616;6029101.0;6024572.0
13:27:37.656;6029123.0;6024633.0
13:27:37.696;6029487.0;6024701.0
13:27:37.736;6029767.0;6024279.0
13:27:37.776;6035481.0;6018490.0
13:27:37.816;6047844.0;6018079.0
13:27:37.856;6028768.0;6023151.0
13:27:37.896;6027622.0;6025743.0
13:27:37.936;6026771.0;6026975.0
13:27:37.976;6024419.0;6028726.0
13:27:38.016;6021713.0;6029385.0
13:27:38.056;6021401.0;6027851.0
13:27:38.096;6023789.0;6026440.0
13:27:38.136;6026291.0;6025102.0
13:27:38.176;6027718.0;6023903.0
13:27:38.216;6027604.0;6024919.0
13:27:38.256;6028567.0;6025528.0
13:27:38.296;6028591.0;6024754.0
13:27:38.336;6029016.0;6024332.0
13:27:38.376;6028858.0;6024544.0
13:27:38.416;6028987.0;6024807.0
13:27:38.456;6029076.0;6024454.0
13:27:38.496;6029515.0;6023455.0
13:27:38.536;6027678.0;6033912.0
13:27:38.576;6028512.0;6027363.0
13:27:38.616;6029706.0;6023447.0
13:27:38.656;6030305.0;6023546.0
13:27:38.696;6029652.0;6023063.0
13:27:38.736;6029694.0;6022786.0
13:27:38.776;6029396.0;6022272.0
13:27:38.816;6029449.0;6023659.0
13:27:38.856;6030426.0;6025034.0
13:27:38.896;6029648.0;6024707.0
13:27:38.936;6029123.0;6024331.0
13:27:38.976;6033447.0;6023058.0
13:27:39.016;6040665.0;6004655.0
13:27:39.056;6023950.0;6016224.0
13:27:39.096;6027427.0;6026172.0
13:27:39.136;6027584.0;6028519.0
13:27:39.176;6027219.0;6031410.0
13:27:39.216;6026547.0;6033556.0
13:27:39.256;6026986.0;6033223.0
13:27:39.296;6028630.0;6030986.0
13:27:39.336;6029260.0;6028176.0
13:27:39.376;6029343.0;6026313.0
13:27:39.416;6029631.0;6025968.0
13:27:39.456;6029529.0;6025283.0
13:27:39.496;6029248.0;6025296.0
13:27:39.536;6029271.0;6025103.0
13:27:39.576;6029391.0;6024905.0
13:27:39.616;6029145.0;6025194.0
13:27:39.656;6028830.0;6025469.0
13:27:39.696;6029031.0;6025340.0
13:27:39.736;6029408.0;6024865.0
13:27:39.776;6035839.0;6034100.0
13:27:39.816;6027696.0;6029829.0
13:27:39.856;6029320.0;6024751.0
13:27:39.896;6029943.0;6025376.0
13:27:39.936;6029484.0;6024578.0
