Time;Ecg 1;Ecg 2
09:42:41.331;6149245.0;6192772.0
09:42:41.371;6151284.0;6192678.0
09:42:41.411;6146220.0;6185351.0
09:42:41.451;6149838.0;6193522.0
09:42:41.491;6149779.0;6193350.0
09:42:41.531;6149093.0;6193015.0
09:42:41.571;6149049.0;6192758.0
09:42:41.611;6150954.0;6194630.0
09:42:41.651;6150799.0;6195107.0
09:42:41.691;6150041.0;6193819.0
09:42:41.731;6149266.0;6192634.0
09:42:41.771;6149870.0;6192874.0
09:42:41.811;6149252.0;6192781.0
09:42:41.851;6149942.0;6185620.0
09:42:41.891;6149387.0;6193498.0
09:42:41.931;6149714.0;6193046.0
09:42:41.971;6149720.0;6192962.0
09:42:42.011;6149330.0;6193329.0
09:42:42.051;6150119.0;6195535.0
09:42:42.091;6150388.0;6195834.0
09:42:42.131;6149652.0;6194361.0
09:42:42.171;6149954.0;6193447.0
09:42:42.211;6150176.0;6193195.0
09:42:42.251;6149098.0;6192672.0
09:42:42.291;6149406.0;6193028.0
09:42:42.331;6150916.0;6194448.0
09:42:42.371;6150223.0;6193173.0
09:42:42.411;6149078.0;6192425.0
09:42:42.451;6149178.0;6192621.0
09:42:42.491;6150848.0;6194048.0
09:42:42.531;6149643.0;6192655.0
09:42:42.571;6149133.0;6192982.0
09:42:42.611;6148036.0;6187249.0
09:42:42.651;6150073.0;6192019.0
09:42:42.691;6149336.0;6192400.0
09:42:42.731;6149158.0;6192110.0
09:42:42.771;6149550.0;6192492.0
09:42:42.811;6149873.0;6194485.0
09:42:42.851;6150005.0;6194654.0
09:42:42.891;6150338.0;6193401.0
09:42:42.931;6149850.0;6191942.0
09:42:42.971;6149609.0;6191431.0
09:42:43.011;6149605.0;6193115.0
09:42:43.051;6149531.0;6192630.0
09:42:43.091;6149521.0;6192147.0
09:42:43.131;6149221.0;6193044.0
09:42:43.171;6146823.0;6185553.0
09:42:43.211;6149303.0;6192180.0
09:42:43.251;6149147.0;6192185.0
09:42:43.291;6149261.0;6191986.0
09:42:43.331;6150402.0;6193766.0
09:42:43.371;6149905.0;6193538.0
09:42:43.411;6150542.0;6194007.0
09:42:43.451;6150382.0;6193301.0
09:42:43.491;6149125.0;6191582.0
09:42:43.531;6149562.0;6192596.0
09:42:43.571;6149970.0;6192364.0
09:42:43.611;6149839.0;6192630.0
09:42:43.651;6149194.0;6192040.0
09:42:43.691;6150201.0;6193023.0
09:42:43.731;6149742.0;6192256.0
09:42:43.771;6149769.0;6193074.0
09:42:43.811;6146516.0;6185045.0
09:42:43.851;6149577.0;6191560.0
09:42:43.891;6149854.0;6193051.0
09:42:43.931;6150307.0;6193229.0
09:42:43.971;6149796.0;6192587.0
09:42:44.011;6149936.0;6192607.0
09:42:44.051;6150712.0;6194633.0
09:42:44.091;6151000.0;6194506.0
09:42:44.131;6150040.0;6192522.0
09:42:44.171;6149528.0;6191319.0
09:42:44.211;6151147.0;6193370.0
09:42:44.251;6149279.0;6192486.0
09:42:44.291;6149041.0;6192483.0
09:42:44.331;6150037.0;6184642.0
09:42:44.371;6150809.0;6192768.0
09:42:44.411;6149681.0;6192727.0
09:42:44.451;6149225.0;6192032.0
09:42:44.491;6149606.0;6192231.0
09:42:44.531;6151803.0;6194579.0
09:42:44.571;6150264.0;6195438.0
09:42:44.611;6150137.0;6193692.0
09:42:44.651;6149819.0;6191867.0
09:42:44.691;6150854.0;6192535.0
09:42:44.731;6149727.0;6192788.0
09:42:44.771;6149759.0;6192715.0
09:42:44.811;6149922.0;6191891.0
09:42:44.851;6149613.0;6191481.0
09:42:44.891;6149879.0;6193751.0
09:42:44.931;6149797.0;6192566.0
09:42:44.971;6149909.0;6191812.0
