val_loss,loss
0.1005419914332283,0.11750067111557712
0.09763133837819081,0.10470416671351383
0.09330010167849113,0.10145350168923933
0.09240979371355999,0.09891950980739311
0.08903736630782275,0.0972493612871737
0.09107527713290337,0.09560907708781817
0.08766509643450608,0.09489086168827754
0.08676271184276707,0.09394619938682515
0.08778318647666437,0.09334922159035423
0.08592716957141258,0.09262972270367871
0.0834267117797765,0.09212094878184024
0.0832417388997225,0.09135020222544166
0.0839626477434065,0.09092378655005713
0.08265461353967582,0.09020900035708584
0.08386992803716611,0.08979683751347421
0.08178915601820054,0.08957489301409421
0.08082249219816968,0.08927856374079
0.08081806703360528,0.08875561125049142
0.08090447014558229,0.08859451876145309
0.080631463409888,0.0883258945505257
0.079534382062163,0.0882703757094962
0.07969546829191969,0.08789003483288517
0.07962592668553092,0.08771975937435213
0.07966043307682202,0.0875721294710078
0.07911649632228542,0.08728450491744968
0.07872661977415212,0.08711865326616162
0.0800272430396165,0.0870741152711082
0.07871233329451696,0.08691949015917089
0.07837773477331014,0.08681103648449967
0.0780224868340463,0.08661664366559844
0.07814411440275075,0.08650747093102172
0.07973598297896098,0.08644055137337517
0.07883131263153269,0.08629630220004882
0.07840903996139668,0.0861740311910835
0.07750536214376112,0.0860717358170173
0.07854380073421559,0.0859151848498901
0.07684264324551199,0.08596074530213657
0.07868435461921007,0.08586066061719864
0.0783138209519489,0.08570076590296866
0.07714459181002789,0.08580793108153328
0.07695510936417488,0.08559757196995178
0.07672092727318063,0.08559404494667948
0.07747467215910875,0.08542443486916536
0.07671366310257718,0.08540487703154538
0.07641227256380254,0.08527086086692914
0.076656320150067,0.08529287270178451
0.07850546945523203,0.08520629846474581
0.07623871238161829,0.08533583829349557
0.07635903929578285,0.08508515416746491
0.0762641344900078,0.08509884577985972
