Time;Ecg 1;Ecg 2
18:43:17.277;-2.0;-122.0
18:43:17.317;-42.0;-189.0
18:43:17.357;-113.0;-330.0
18:43:17.397;-172.0;-433.0
18:43:17.437;-242.0;-557.0
18:43:17.477;-404.0;-746.0
18:43:17.517;-566.0;-693.0
18:43:17.557;-703.0;-643.0
18:43:17.597;-976.0;-1195.0
18:43:17.637;-658.0;-1373.0
18:43:17.677;-2525.0;945.0
18:43:17.717;-1488.0;-64.0
18:43:17.757;-718.0;-369.0
18:43:17.797;-126.0;-256.0
18:43:17.837;393.0;296.0
18:43:17.877;871.0;1045.0
18:43:17.917;731.0;1070.0
18:43:17.957;274.0;58.0
18:43:17.997;60.0;-520.0
18:43:18.037;-88.0;-636.0
18:43:18.077;-65.0;-607.0
18:43:18.117;32.0;-535.0
18:43:18.157;72.0;-528.0
18:43:18.197;112.0;-472.0
18:43:18.237;188.0;-453.0
18:43:18.277;215.0;-339.0
18:43:18.317;406.0;41.0
18:43:18.357;123.0;-444.0
18:43:18.397;-171.0;-862.0
18:43:18.437;-1285.0;8592.0
18:43:18.477;-908.0;3129.0
18:43:18.517;-452.0;390.0
18:43:18.557;-124.0;-677.0
18:43:18.597;338.0;-700.0
18:43:18.637;796.0;-90.0
18:43:18.677;767.0;143.0
18:43:18.717;250.0;-689.0
18:43:18.757;-135.0;-1404.0
18:43:18.797;-274.0;-1514.0
18:43:18.837;-265.0;-1421.0
18:43:18.877;-242.0;-1338.0
18:43:18.917;-283.0;-1316.0
18:43:18.957;-317.0;-1292.0
18:43:18.997;-252.0;-1174.0
18:43:19.037;-106.0;-979.0
18:43:19.077;285.0;-210.0
18:43:19.117;239.0;-163.0
18:43:19.157;122.0;-477.0
18:43:19.197;1988.0;-625.0
18:43:19.237;154.0;-181.0
18:43:19.277;148.0;-123.0
18:43:19.317;178.0;31.0
18:43:19.357;317.0;312.0
18:43:19.397;753.0;1017.0
18:43:19.437;832.0;1508.0
18:43:19.477;287.0;942.0
18:43:19.517;-394.0;-178.0
18:43:19.557;-754.0;-713.0
18:43:19.597;-883.0;-753.0
18:43:19.637;-919.0;-852.0
18:43:19.677;-964.0;-942.0
18:43:19.717;-867.0;-967.0
18:43:19.757;-799.0;-915.0
18:43:19.797;-718.0;-798.0
18:43:19.837;-525.0;-594.0
18:43:19.877;-355.0;-103.0
18:43:19.917;-420.0;-446.0
18:43:19.957;-414.0;-642.0
18:43:19.997;45.0;7387.0
18:43:20.037;-1.0;3107.0
18:43:20.077;275.0;1040.0
18:43:20.117;562.0;230.0
18:43:20.157;913.0;275.0
18:43:20.197;1356.0;902.0
18:43:20.237;1367.0;1207.0
18:43:20.277;766.0;284.0
18:43:20.317;122.0;-844.0
18:43:20.357;-135.0;-1246.0
18:43:20.397;-370.0;-1410.0
18:43:20.437;-485.0;-1529.0
18:43:20.477;-591.0;-1670.0
18:43:20.517;-632.0;-1687.0
18:43:20.557;-650.0;-1636.0
18:43:20.597;-509.0;-1381.0
18:43:17.990;-302.0;-749.0
18:43:18.030;-1725.0;2386.0
18:43:18.070;-995.0;449.0
18:43:18.110;-470.0;-384.0
18:43:18.150;-60.0;-434.0
18:43:18.190;516.0;59.0
18:43:18.230;1023.0;875.0
18:43:18.270;934.0;948.0
18:43:18.310;403.0;15.0
18:43:18.350;2.0;-655.0
18:43:18.390;-134.0;-763.0
18:43:18.430;-112.0;-658.0
18:43:18.470;-142.0;-693.0
18:43:18.510;-150.0;-654.0
18:43:18.550;-164.0;-631.0
18:43:18.590;-66.0;-563.0
18:43:18.630;193.0;15.0
18:43:18.670;340.0;219.0
18:43:18.710;206.0;-80.0
18:43:18.750;829.0;-242.0
18:43:18.790;-1217.0;1040.0
18:43:18.830;-545.0;412.0
18:43:18.870;-114.0;209.0
18:43:18.910;214.0;273.0
18:43:18.950;556.0;716.0
18:43:18.990;724.0;1327.0
18:43:19.030;368.0;1017.0
18:43:19.070;-211.0;-119.0
18:43:19.110;-467.0;-689.0
18:43:19.150;-578.0;-780.0
18:43:19.190;-537.0;-826.0
18:43:19.230;-557.0;-991.0
18:43:19.270;-539.0;-1081.0
18:43:19.310;-478.0;-1068.0
18:43:19.350;-322.0;-718.0
18:43:19.390;-81.0;-419.0
18:43:19.430;-164.0;-797.0
18:43:19.470;-117.0;-1102.0
18:43:19.510;-1085.0;6341.0
18:43:19.550;-310.0;2485.0
18:43:19.590;357.0;626.0
18:43:19.630;790.0;23.0
18:43:19.670;1197.0;182.0
18:43:19.710;1567.0;866.0
18:43:19.750;1403.0;924.0
18:43:19.790;740.0;-190.0
