val_loss,loss
0.19980436254061232,0.2089544651350395
0.18429563321402956,0.19903370613808063
0.12955711189903954,0.16428604358373378
0.11187025955226576,0.1222309991239564
0.10981411007823971,0.11127050595433512
0.10468776189235315,0.10812698638825004
0.11103342505835496,0.10692411098726143
0.11154765657088783,0.10492148598576054
0.09979356904325791,0.10212878240773841
0.0970215765684589,0.09988762489049563
0.0945250722046381,0.0972791113531813
0.09663359290076913,0.09560698507701854
0.10048821079519467,0.09264161993050243
0.0883256739206634,0.09108977576799993
0.09126311139613921,0.08983165281545878
0.08290306565217707,0.08750484590629917
0.0919741048090369,0.08538279584949837
0.07612393262329793,0.08362149824013655
0.07305927929440599,0.08048901972143994
0.096526040931866,0.07956089060990218
0.07592268418258019,0.07815910157783061
0.08083031953360229,0.0749536830136362
