10:39:10.642;6065537.0;6352700.0
10:39:10.682;6065723.0;6353153.0
10:39:10.722;6065748.0;6352209.0
10:39:10.762;6065791.0;6352340.0
10:39:10.802;6065849.0;6352469.0
10:39:10.842;6065959.0;6352664.0
10:39:10.882;6065991.0;6353082.0
10:39:10.922;6066138.0;6353919.0
10:39:10.962;6066228.0;6354902.0
10:39:11.002;6066508.0;6355613.0
10:39:11.042;6066557.0;6356412.0
10:39:11.082;6067061.0;6356729.0
10:39:11.122;6074092.0;6359192.0
10:39:11.162;6066505.0;6358239.0
10:39:11.202;6066104.0;6357026.0
10:39:11.242;6066053.0;6356984.0
10:39:11.282;6065897.0;6356601.0
10:39:11.322;6065604.0;6355434.0
10:39:11.362;6065692.0;6354608.0
10:39:11.402;6066343.0;6354051.0
10:39:11.442;6066239.0;6354174.0
10:39:11.482;6066056.0;6353592.0
10:39:11.522;6065918.0;6352623.0
10:39:11.562;6065915.0;6352330.0
10:39:11.602;6066011.0;6352536.0
10:39:11.642;6066107.0;6352900.0
10:39:11.682;6066067.0;6353363.0
10:39:11.722;6066269.0;6353206.0
10:39:11.762;6066436.0;6353933.0
10:39:11.802;6066603.0;6354852.0
10:39:11.842;6066721.0;6355527.0
10:39:11.882;6066815.0;6356289.0
10:39:11.922;6066960.0;6356950.0
10:39:11.962;6066966.0;6357603.0
10:39:12.002;6066942.0;6358022.0
10:39:12.042;6066972.0;6357875.0
10:39:12.082;6066903.0;6357718.0
10:39:12.122;6070042.0;6360542.0
10:39:12.162;6066633.0;6356281.0
10:39:12.202;6066244.0;6355079.0
10:39:12.242;6065934.0;6353924.0
10:39:12.282;6065912.0;6354055.0
10:39:12.322;6065627.0;6353253.0
10:39:12.362;6065371.0;6352081.0
10:39:12.402;6066056.0;6351678.0
10:39:12.442;6066358.0;6352286.0
10:39:12.482;6066450.0;6353262.0
10:39:12.522;6066452.0;6353379.0
10:39:12.562;6066509.0;6353720.0
10:39:12.602;6066630.0;6354864.0
10:39:12.642;6066858.0;6355640.0
10:39:12.682;6067114.0;6356648.0
10:39:12.722;6067247.0;6357602.0
10:39:12.762;6067323.0;6358245.0
10:39:12.802;6067333.0;6358928.0
10:39:12.842;6067314.0;6358917.0
10:39:12.882;6067292.0;6358744.0
10:39:12.922;6067321.0;6358626.0
10:39:12.962;6067264.0;6358366.0
10:39:13.002;6067124.0;6357909.0
10:39:13.042;6067030.0;6357081.0
10:39:13.082;6066919.0;6356449.0
10:39:13.122;6066577.0;6355228.0
10:39:13.162;6074378.0;6360409.0
10:39:13.202;6066485.0;6354623.0
10:39:13.242;6066197.0;6353162.0
10:39:13.282;6066129.0;6353132.0
10:39:13.322;6066101.0;6353369.0
10:39:13.362;6066080.0;6353299.0
10:39:13.402;6066266.0;6353970.0
10:39:13.442;6067234.0;6356682.0
10:39:13.482;6067512.0;6357848.0
10:39:13.522;6067508.0;6358547.0
10:39:13.562;6067534.0;6358566.0
10:39:13.602;6067531.0;6358531.0
10:39:13.642;6067542.0;6358518.0
10:39:13.682;6067466.0;6358127.0
10:39:13.722;6067441.0;6357567.0
10:39:13.762;6067310.0;6356655.0
10:39:13.802;6067287.0;6355831.0
10:39:13.842;6067122.0;6355271.0
10:39:13.882;6066989.0;6354422.0
10:39:13.922;6067031.0;6353627.0
10:39:13.962;6066935.0;6353145.0
10:39:14.002;6067031.0;6353214.0
10:39:14.042;6067077.0;6353452.0
10:39:14.082;6067114.0;6353986.0
10:39:14.122;6067314.0;6354699.0
10:39:14.162;6068210.0;6355706.0
10:39:14.202;6070860.0;6356888.0
10:39:14.242;6067419.0;6357506.0
10:39:14.282;6067274.0;6357072.0
10:39:14.322;6067228.0;6357801.0
10:39:14.362;6067205.0;6358031.0
10:39:14.402;6067001.0;6357463.0
10:39:14.442;6067192.0;6357029.0
10:39:14.482;6067636.0;6356758.0
10:39:14.522;6067669.0;6356999.0
10:39:14.562;6067383.0;6356448.0
10:39:14.602;6067189.0;6355366.0
10:39:15.040;6067121.0;6354788.0
10:39:15.080;6067377.0;6354547.0
10:39:15.120;6067409.0;6355062.0
10:39:15.160;6067584.0;6355847.0
10:39:15.200;6067736.0;6356607.0
10:39:15.240;6067823.0;6357364.0
10:39:15.280;6067990.0;6358168.0
10:39:15.320;6068062.0;6358906.0
10:39:15.360;6067836.0;6358552.0
10:39:15.400;6075503.0;6364088.0
10:39:15.440;6067963.0;6359252.0
10:39:15.480;6067526.0;6357785.0
10:39:15.520;6067228.0;6356947.0
10:39:15.560;6067186.0;6356172.0
10:39:15.600;6066902.0;6356063.0
10:39:15.640;6066818.0;6355093.0
10:39:15.680;6067496.0;6354415.0
10:39:15.720;6067468.0;6354611.0
10:39:15.760;6067374.0;6354430.0
10:39:15.800;6067396.0;6353864.0
10:39:15.840;6067396.0;6354004.0
10:39:15.880;6067498.0;6354431.0
10:39:15.920;6067649.0;6354946.0
10:39:15.960;6067810.0;6355809.0
10:39:16.000;6067977.0;6356509.0
10:39:16.040;6068101.0;6357244.0
10:39:16.080;6068280.0;6358118.0
10:39:16.120;6068354.0;6358776.0
10:39:16.160;6068369.0;6359107.0
10:39:16.200;6068319.0;6359202.0
10:39:16.240;6068304.0;6359058.0
10:39:16.280;6068341.0;6358795.0
10:39:16.320;6068251.0;6359007.0
10:39:16.360;6068209.0;6358437.0
10:39:16.400;6068081.0;6356878.0
10:39:16.440;6075636.0;6360454.0
10:39:16.480;6067689.0;6356583.0
10:39:16.520;6067294.0;6354676.0
10:39:16.560;6067107.0;6353935.0
10:39:16.600;6066998.0;6353644.0
10:39:16.640;6066861.0;6353379.0
10:39:16.680;6067048.0;6353316.0
10:39:16.720;6067831.0;6353674.0
10:39:16.760;6068060.0;6355231.0
10:39:16.800;6068043.0;6356385.0
10:39:16.840;6068188.0;6356866.0
10:39:16.880;6068147.0;6357716.0
10:39:16.920;6068338.0;6358096.0
10:39:16.960;6068508.0;6358693.0
10:39:17.000;6068634.0;6359462.0
10:39:17.040;6068691.0;6359846.0
10:39:17.080;6068664.0;6359629.0
10:39:17.120;6068657.0;6359526.0
10:39:17.160;6068548.0;6359070.0
10:39:17.200;6068520.0;6358366.0
10:39:17.240;6068339.0;6357516.0
10:39:17.280;6068270.0;6356946.0
10:39:17.320;6068134.0;6356416.0
10:39:17.360;6068042.0;6355809.0
10:39:17.400;6068068.0;6355413.0
10:39:17.440;6068405.0;6354763.0
10:39:17.480;6075249.0;6356760.0
10:39:17.520;6067953.0;6356083.0
10:39:17.560;6067693.0;6355587.0
10:39:17.600;6067649.0;6355639.0
10:39:17.640;6067805.0;6356970.0
10:39:17.680;6067827.0;6357318.0
10:39:17.720;6068175.0;6357950.0
10:39:17.760;6068897.0;6359047.0
10:39:17.800;6069031.0;6360262.0
10:39:17.840;6068888.0;6360435.0
10:39:17.880;6068755.0;6359991.0
10:39:17.920;6068739.0;6360135.0
10:39:17.960;6068775.0;6360313.0
10:39:18.000;6068685.0;6359902.0
10:39:18.040;6068777.0;6359496.0
10:39:18.080;6068484.0;6358659.0
10:39:18.120;6068500.0;6358095.0
10:39:18.160;6068082.0;6357502.0
10:39:18.200;6068431.0;6357239.0
10:39:18.240;6068688.0;6357357.0
10:39:18.280;6068459.0;6357133.0
10:39:18.320;6068658.0;6357734.0
10:39:18.360;6068694.0;6358099.0
10:39:18.400;6068720.0;6358775.0
10:39:18.440;6068858.0;6359482.0
10:39:18.480;6069277.0;6359602.0
10:39:18.520;6076163.0;6362500.0
10:39:18.560;6068723.0;6361650.0
10:39:18.600;6068508.0;6360858.0
10:39:18.640;6068417.0;6360929.0
10:39:18.680;6068371.0;6360815.0
10:39:18.720;6068195.0;6359962.0
10:39:18.760;6068215.0;6359089.0
10:39:18.800;6068772.0;6358821.0
10:39:18.840;6068744.0;6358522.0
10:39:18.880;6068558.0;6357804.0
10:39:18.920;6068433.0;6356922.0
10:39:18.960;6068317.0;6356456.0
10:39:19.000;6068374.0;6356473.0
10:39:18.883;6068483.0;6356510.0
10:39:18.923;6068598.0;6356607.0
10:39:18.963;6068581.0;6356575.0
10:39:19.003;6068654.0;6356874.0
10:39:19.043;6068805.0;6357215.0
10:39:19.083;6068992.0;6357725.0
10:39:19.123;6069025.0;6358141.0
10:39:19.163;6075376.0;6363709.0
10:39:19.203;6069205.0;6359929.0
10:39:19.243;6068959.0;6358752.0
